canonicalPrintingId,language,region,canonicalSetId,providerSetIds,collectorNumber,setTotal,providerCardIds,evidenceUsed,exactnessJustification,conflictFlags,auditClassification
pokemon|zh-Hant|MULTI|set:2528e9509803c774|14|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV-P,"{""tcgdex"": ""SV-P""}",014,0,"{""tcgdex"": ""SV-P-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV-P-014"", ""providerSetId"": ""SV-P"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:2528e9509803c774|29|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV-P,"{""tcgdex"": ""SV-P""}",029,0,"{""tcgdex"": ""SV-P-029""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV-P-029"", ""providerSetId"": ""SV-P"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:141ddfcad3342f8b|53|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV10,"{""tcgdex"": ""SV10""}",053,98,"{""tcgdex"": ""SV10-053""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV10-053"", ""providerSetId"": ""SV10"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:bee8163ac2567f81|43|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC2D,"{""tcgdex"": ""SC2D""}",043,157,"{""tcgdex"": ""SC2D-043""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC2D-043"", ""providerSetId"": ""SC2D"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:dc5a3687c55759a8|29|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC1b,"{""tcgdex"": ""SC1b""}",029,153,"{""tcgdex"": ""SC1b-029""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC1b-029"", ""providerSetId"": ""SC1b"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:815654bc97153c2e|33|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S4a,"{""tcgdex"": ""S4a""}",033,190,"{""tcgdex"": ""S4a-033""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S4a-033"", ""providerSetId"": ""S4a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:8a1ddd24be485458|64|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC1a,"{""tcgdex"": ""SC1a""}",064,154,"{""tcgdex"": ""SC1a-064""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC1a-064"", ""providerSetId"": ""SC1a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:7865c29abbcb398a|3|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SDM,"{""tcgdex"": ""SDM""}",003,22,"{""tcgdex"": ""SDM-003""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SDM-003"", ""providerSetId"": ""SDM"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:accc9aec8e55b858|37|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV4K,"{""tcgdex"": ""SV4K""}",037,66,"{""tcgdex"": ""SV4K-037""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4K-037"", ""providerSetId"": ""SV4K"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:be4f8438d0dabb1f|193|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SI,"{""tcgdex"": ""SI""}",193,414,"{""tcgdex"": ""SI-193""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SI-193"", ""providerSetId"": ""SI"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:c73d2c432fe363ab|75|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC2a,"{""tcgdex"": ""SC2a""}",075,145,"{""tcgdex"": ""SC2a-075""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC2a-075"", ""providerSetId"": ""SC2a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:42023b85f8e77b50|129|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV6,"{""tcgdex"": ""SV6""}",129,101,"{""tcgdex"": ""SV6-129""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV6-129"", ""providerSetId"": ""SV6"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:e25eb579ea2a4afb|26|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SVD,"{""tcgdex"": ""SVD""}",026,139,"{""tcgdex"": ""SVD-026""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SVD-026"", ""providerSetId"": ""SVD"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:c848e58a48827a05|117|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SCB,"{""tcgdex"": ""SCB""}",117,156,"{""tcgdex"": ""SCB-117""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SCB-117"", ""providerSetId"": ""SCB"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:be4f8438d0dabb1f|349|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SI,"{""tcgdex"": ""SI""}",349,414,"{""tcgdex"": ""SI-349""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SI-349"", ""providerSetId"": ""SI"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:30f32f9104aaceb0|211|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV8a,"{""tcgdex"": ""SV8a""}",211,187,"{""tcgdex"": ""SV8a-211""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8a-211"", ""providerSetId"": ""SV8a"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:106a9e9438865717|52|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV3a,"{""tcgdex"": ""SV3a""}",052,62,"{""tcgdex"": ""SV3a-052""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV3a-052"", ""providerSetId"": ""SV3a"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:d059aba7dd0dbc6c|90|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S8,"{""tcgdex"": ""S8""}",090,100,"{""tcgdex"": ""S8-090""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S8-090"", ""providerSetId"": ""S8"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:30f32f9104aaceb0|77|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV8a,"{""tcgdex"": ""SV8a""}",077,187,"{""tcgdex"": ""SV8a-077""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8a-077"", ""providerSetId"": ""SV8a"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:dc5a3687c55759a8|72|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC1b,"{""tcgdex"": ""SC1b""}",072,153,"{""tcgdex"": ""SC1b-072""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC1b-072"", ""providerSetId"": ""SC1b"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:c73d2c432fe363ab|48|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC2a,"{""tcgdex"": ""SC2a""}",048,145,"{""tcgdex"": ""SC2a-048""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC2a-048"", ""providerSetId"": ""SC2a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:a29a20dd97bf88db|19|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S5R,"{""tcgdex"": ""S5R""}",019,70,"{""tcgdex"": ""S5R-019""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S5R-019"", ""providerSetId"": ""S5R"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:106a9e9438865717|12|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV3a,"{""tcgdex"": ""SV3a""}",012,62,"{""tcgdex"": ""SV3a-012""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV3a-012"", ""providerSetId"": ""SV3a"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:c848e58a48827a05|92|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SCB,"{""tcgdex"": ""SCB""}",092,156,"{""tcgdex"": ""SCB-092""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SCB-092"", ""providerSetId"": ""SCB"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:78f4f403732d5581|10|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S5I,"{""tcgdex"": ""S5I""}",010,70,"{""tcgdex"": ""S5I-010""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S5I-010"", ""providerSetId"": ""S5I"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:815654bc97153c2e|58|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S4a,"{""tcgdex"": ""S4a""}",058,190,"{""tcgdex"": ""S4a-058""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S4a-058"", ""providerSetId"": ""S4a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:14204100707e0c9f|50|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S10D,"{""tcgdex"": ""S10D""}",050,67,"{""tcgdex"": ""S10D-050""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S10D-050"", ""providerSetId"": ""S10D"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:3864acf0970a2850|31|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S8b,"{""tcgdex"": ""S8b""}",031,184,"{""tcgdex"": ""S8b-031""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S8b-031"", ""providerSetId"": ""S8b"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:4f69851480cf9b88|292|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV4a,"{""tcgdex"": ""SV4a""}",292,190,"{""tcgdex"": ""SV4a-292""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4a-292"", ""providerSetId"": ""SV4a"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:bc697b200e47e67b|135|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC1D,"{""tcgdex"": ""SC1D""}",135,164,"{""tcgdex"": ""SC1D-135""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC1D-135"", ""providerSetId"": ""SC1D"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:8a1ddd24be485458|61|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC1a,"{""tcgdex"": ""SC1a""}",061,154,"{""tcgdex"": ""SC1a-061""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC1a-061"", ""providerSetId"": ""SC1a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:4f69851480cf9b88|17|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SV4a,"{""tcgdex"": ""SV4a""}",017,190,"{""tcgdex"": ""SV4a-017""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4a-017"", ""providerSetId"": ""SV4a"", ""serieId"": ""SV"", ""serieName"": ""朱&紫系列"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:c73d2c432fe363ab|109|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SC2a,"{""tcgdex"": ""SC2a""}",109,145,"{""tcgdex"": ""SC2a-109""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SC2a-109"", ""providerSetId"": ""SC2a"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:2fd61c117c7c4c36|45|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SH,"{""tcgdex"": ""SH""}",045,38,"{""tcgdex"": ""SH-045""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SH-045"", ""providerSetId"": ""SH"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:be4f8438d0dabb1f|39|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:SI,"{""tcgdex"": ""SI""}",039,414,"{""tcgdex"": ""SI-039""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SI-039"", ""providerSetId"": ""SI"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hant|MULTI|set:14204100707e0c9f|59|unspecified,zh-Hant,MULTI,pokemon|zh-Hant|MULTI|tcgdex:S10D,"{""tcgdex"": ""S10D""}",059,67,"{""tcgdex"": ""S10D-059""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""S10D-059"", ""providerSetId"": ""S10D"", ""serieId"": ""S"", ""serieName"": ""劍＆盾"", ""sourceLanguage"": ""zh-tw""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|10|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",010,24,"{""tcgdex"": ""CSMPiC-010""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-010"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|11|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",011,24,"{""tcgdex"": ""CSMPiC-011""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-011"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|12|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",012,24,"{""tcgdex"": ""CSMPiC-012""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-012"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|13|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",013,24,"{""tcgdex"": ""CSMPiC-013""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-013"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|14|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",014,24,"{""tcgdex"": ""CSMPiC-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-014"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|15|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",015,24,"{""tcgdex"": ""CSMPiC-015""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-015"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|16|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",016,24,"{""tcgdex"": ""CSMPiC-016""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-016"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|17|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",017,24,"{""tcgdex"": ""CSMPiC-017""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-017"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|18|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",018,24,"{""tcgdex"": ""CSMPiC-018""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-018"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|19|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",019,24,"{""tcgdex"": ""CSMPiC-019""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-019"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|1|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",001,24,"{""tcgdex"": ""CSMPiC-001""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-001"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|20|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",020,24,"{""tcgdex"": ""CSMPiC-020""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-020"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|21|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",021,24,"{""tcgdex"": ""CSMPiC-021""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-021"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|zh-Hans|CN|set:798e3f116ec2c896|22|unspecified,zh-Hans,CN,pokemon|zh-Hans|CN|tcgdex:CSMPiC,"{""tcgdex"": ""CSMPiC""}",022,24,"{""tcgdex"": ""CSMPiC-022""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""CSMPiC-022"", ""providerSetId"": ""CSMPiC"", ""serieId"": ""SM"", ""serieName"": ""太阳&月亮"", ""sourceLanguage"": ""zh-cn""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
